Time T dT flags
1.0264351158E+11 2.5635400E+02 2.2600000E-01 0.0000000E+00
1.0264394629E+11 2.5638400E+02 2.2600000E-01 0.0000000E+00
1.0264438100E+11 2.5638400E+02 2.2600000E-01 0.0000000E+00
1.0264481571E+11 2.5638400E+02 2.2600000E-01 0.0000000E+00
1.0264525042E+11 2.5634600E+02 2.2600000E-01 0.0000000E+00
1.0264568513E+11 2.5634600E+02 2.2600000E-01 0.0000000E+00
1.0264611984E+11 2.5638400E+02 2.2600000E-01 0.0000000E+00
1.0264655456E+11 2.5634600E+02 2.2600000E-01 0.0000000E+00
1.0264698927E+11 2.5638400E+02 2.2600000E-01 0.0000000E+00
1.0264742398E+11 2.5638400E+02 2.2600000E-01 0.0000000E+00
1.0264785869E+11 2.5638400E+02 2.2600000E-01 0.0000000E+00
1.0264829340E+11 2.5630800E+02 2.2600000E-01 0.0000000E+00
1.0264872811E+11 2.5633800E+02 2.2600000E-01 0.0000000E+00
1.0264916282E+11 2.5637600E+02 2.2600000E-01 0.0000000E+00
1.0264959753E+11 2.5637600E+02 2.2600000E-01 0.0000000E+00
1.0265003225E+11 2.5630800E+02 2.2600000E-01 0.0000000E+00
1.0265046696E+11 2.5638400E+02 2.2600000E-01 0.0000000E+00
1.0265090167E+11 2.5638400E+02 2.2600000E-01 0.0000000E+00
1.0265133638E+11 2.5633800E+02 2.2600000E-01 0.0000000E+00
1.0265177109E+11 2.5637600E+02 2.2600000E-01 0.0000000E+00
1.0265220580E+11 2.5637600E+02 2.2600000E-01 0.0000000E+00
1.0265264051E+11 2.5644300E+02 2.2600000E-01 0.0000000E+00
1.0265307522E+11 2.5638400E+02 2.2600000E-01 0.0000000E+00
1.0265350994E+11 2.5636800E+02 2.2600000E-01 0.0000000E+00
1.0265394465E+11 2.5637600E+02 2.2600000E-01 0.0000000E+00
1.0265437936E+11 2.5636800E+02 2.2600000E-01 0.0000000E+00
1.0265481407E+11 2.5636800E+02 2.2600000E-01 0.0000000E+00
