Time,TR12A,TR12B,flags
1971-08-02T14:19:54.000000Z,253.43598,253.46398,0
1971-08-03T02:18:33.000000Z,253.1855,253.3145,0
1971-08-03T15:28:15.000000Z,253.03898,253.24098,0
1971-08-04T02:38:46.000000Z,252.94698,253.19298,0
1971-08-04T03:31:08.000000Z,252.94548,253.19448,0
1971-08-05T04:28:21.000000Z,252.76448,253.07548,0
1971-08-06T05:06:12.000000Z,252.70597,253.05397,0
1971-08-07T04:15:05.000000Z,252.63398,253.00598,0
1971-08-08T05:20:38.000000Z,252.615,253.005,0
1971-08-09T03:10:07.000000Z,252.5795,252.9805,0
1971-08-10T03:09:40.000000Z,252.55448,252.96548,0
1971-08-11T04:39:11.000000Z,252.55098,252.96898,0
1971-08-12T02:24:10.000000Z,252.50797,252.93197,0
1971-08-13T02:07:23.000000Z,252.51598,252.94398,0
1971-08-14T02:01:24.000000Z,252.45398,252.88598,0
1971-08-15T02:15:24.000000Z,252.49199,252.92799,0
1971-08-16T01:48:44.000000Z,252.43049,252.86949,0
1971-08-17T02:12:39.000000Z,252.45899,252.90099,0
1971-08-18T01:46:51.000000Z,252.42799,252.87199,0
1971-08-19T01:55:28.000000Z,252.45699,252.90299,0
1971-08-20T02:06:13.000000Z,252.42649,252.87349,0
1971-08-21T02:00:54.000000Z,252.40547,252.85447,0
1971-08-22T02:13:57.000000Z,252.43497,252.88497,0
1971-08-23T02:26:40.000000Z,252.43397,252.88597,0
1971-08-24T02:03:29.000000Z,252.42349,252.87649,0
1971-08-26T01:20:30.000000Z,252.40247,252.85747,0
1971-08-28T02:27:30.000000Z,252.44797,252.87197,0
1971-08-29T01:50:48.000000Z,252.40797,252.85197,0
1971-08-30T01:50:45.000000Z,252.42499,252.87499,0
1971-09-01T03:01:18.000000Z,252.42199,252.87799,0
1971-09-04T02:07:37.000000Z,252.43549,252.92449,0
1971-09-06T01:50:44.000000Z,252.44348,252.89648,0
1971-09-07T01:35:11.000000Z,252.40998,252.86998,0
1971-09-09T04:32:59.000000Z,252.41799,252.88199,0
1971-09-11T02:18:24.000000Z,252.41699,252.88299,0
1971-09-12T02:40:03.000000Z,252.42647,252.89347,0
1971-09-13T04:11:00.000000Z,252.37599,252.84399,0
1971-09-14T07:01:45.000000Z,252.39497,252.86497,0
1971-09-16T13:37:03.000000Z,252.354,252.826,0
1971-09-17T14:53:56.000000Z,252.36348,252.83648,0
1971-09-20T14:57:12.000000Z,252.36198,252.83798,0
1971-09-22T14:34:30.000000Z,252.37049,252.84949,0
1971-09-24T14:44:50.000000Z,252.36949,252.85049,0
1971-09-27T18:32:42.000000Z,252.348,252.832,0
1971-09-28T17:39:36.000000Z,252.32798,252.81198,0
1971-09-29T22:12:00.000000Z,252.347,252.833,0
1971-10-01T01:10:53.000000Z,252.32698,252.81298,0
1971-10-01T13:24:28.000000Z,252.3765,252.8635,0
1971-10-03T20:54:19.000000Z,252.36599,252.85399,0
1971-10-04T17:02:54.000000Z,252.36599,252.85399,0
1971-10-05T16:18:00.000000Z,252.3755,252.8645,0
1971-10-06T16:37:49.000000Z,252.38547,252.87447,0
1971-10-07T16:07:28.000000Z,252.33499,252.82499,0
1971-10-08T17:42:01.000000Z,252.35498,252.84498,0
1971-10-09T16:36:47.000000Z,252.39448,252.88548,0
1971-10-10T14:03:08.000000Z,252.3745,252.8655,0
1971-10-11T13:52:13.000000Z,252.33399,252.82599,0
1971-10-12T14:12:06.000000Z,252.3435,252.8365,0
1971-10-13T18:13:02.000000Z,252.35348,252.84648,0
1971-10-14T20:42:01.000000Z,252.343,252.837,0
1971-10-15T14:36:56.000000Z,252.35248,252.84748,0
1971-10-16T14:30:40.000000Z,252.33249,252.82749,0
1971-10-18T14:39:14.000000Z,252.32198,252.81798,0
1971-10-20T13:55:19.000000Z,252.3415,252.8385,0
1971-10-22T13:24:29.000000Z,252.33099,252.82899,0
1971-10-26T20:15:35.000000Z,252.34,252.84,0
