Time,TR21A,TR21B,flags
1971-08-02T13:42:17.000000Z,289.79599,286.80399,0
1971-08-03T01:07:25.000000Z,291.05199,288.04799,0
1971-08-03T14:49:45.000000Z,291.97697,288.96297,0
1971-08-04T01:57:12.000000Z,292.68999,289.66999,0
1971-08-05T03:57:05.000000Z,293.96645,290.93345,0
1971-08-06T04:28:14.000000Z,294.99197,291.94797,0
1971-08-07T04:32:17.000000Z,294.76099,291.71899,0
1971-08-18T02:04:32.000000Z,201.35497,203.46497,0
1971-08-19T01:29:07.000000Z,199.86247,201.95747,0
1971-08-20T02:27:06.000000Z,198.519,200.601,0
1971-08-21T01:39:36.000000Z,197.41448,199.48548,0
1971-08-22T02:34:22.000000Z,196.40947,198.47047,0
1971-08-24T02:20:20.000000Z,194.68799,196.73199,0
1971-08-26T01:32:43.000000Z,193.30448,195.33548,0
1971-08-28T01:53:59.000000Z,191.991,194.009,0
1971-09-01T03:08:08.000000Z,286.481,283.519,0
1971-09-04T02:14:27.000000Z,292.85197,289.82797,0
1971-09-06T02:06:09.000000Z,296.17796,293.12196,0
1971-09-09T04:08:08.000000Z,296.03695,292.98295,0
1971-09-11T02:37:26.000000Z,287.25446,284.28546,0
1971-09-12T02:18:16.000000Z,227.315,229.685,0
1971-09-13T04:36:28.000000Z,210.53948,212.74048,0
1971-09-14T06:39:09.000000Z,205.97199,208.12799,0
1971-09-16T14:06:32.000000Z,200.7575,202.8625,0
1971-09-17T14:29:34.000000Z,199.235,201.325,0
1971-09-20T15:18:26.000000Z,195.89148,197.94848,0
1971-09-22T14:15:31.000000Z,194.29948,196.34048,0
1971-09-24T15:04:18.000000Z,192.88649,194.91349,0
1971-09-27T18:10:55.000000Z,262.29499,259.56499,0
1971-09-28T17:55:30.000000Z,276.16148,273.29848,0
1971-09-29T21:52:12.000000Z,283.57699,280.64299,0
1971-10-01T01:33:57.000000Z,288.14947,285.17047,0
1971-10-01T12:59:58.000000Z,289.47598,286.48398,0
1971-10-03T21:15:08.000000Z,293.65595,290.62395,0
1971-10-04T16:47:04.000000Z,295.05297,292.00697,0
1971-10-05T16:33:30.000000Z,296.86146,293.79846,0
1971-10-06T16:21:06.000000Z,297.98695,294.91295,0
1971-10-07T16:23:42.000000Z,298.04695,294.97295,0
1971-10-08T17:00:48.000000Z,296.46894,293.41094,0
1971-10-09T16:51:40.000000Z,293.02195,289.99795,0
1971-10-10T13:48:15.000000Z,288.02798,285.05198,0
1971-10-11T14:18:51.000000Z,227.32498,229.69498,0
1971-10-12T13:47:36.000000Z,211.2065,213.4135,0
1971-10-13T18:36:02.000000Z,205.93198,208.08798,0
1971-10-14T20:19:49.000000Z,203.08599,205.21399,0
1971-10-15T14:59:36.000000Z,201.51398,203.62598,0
1971-10-16T14:05:13.000000Z,199.93148,202.02848,0
1971-10-18T15:05:56.000000Z,197.34447,199.41547,0
1971-10-20T13:33:32.000000Z,195.4735,197.5265,0
1971-10-22T14:18:50.000000Z,193.89147,195.92847,0
1971-10-26T19:44:52.000000Z,191.46297,193.47697,0
1971-10-28T22:35:26.000000Z,281.21595,278.30395,0
1971-10-29T22:15:27.000000Z,286.20998,283.24998,0
1971-10-30T15:35:30.000000Z,288.82296,285.83696,0
1971-10-31T15:11:29.000000Z,291.3755,288.3645,0
1971-11-01T15:15:27.000000Z,293.134,290.106,0
1971-11-02T15:38:00.000000Z,294.63099,291.58899,0
1971-11-03T15:48:48.000000Z,296.53,293.47,0
1971-11-05T16:05:26.000000Z,298.84099,295.75899,0
1971-11-06T15:11:27.000000Z,298.2885,295.2115,0
1971-11-07T21:27:37.000000Z,295.21294,292.16694,0
1971-11-08T14:59:28.000000Z,291.84647,288.83347,0
1971-11-09T14:51:46.000000Z,283.98796,281.05196,0
1971-11-10T15:28:23.000000Z,215.42549,217.67449,0
1971-11-11T14:42:06.000000Z,208.748,210.932,0
1971-11-12T10:37:11.000000Z,205.6735,207.8265,0
1971-11-13T10:46:17.000000Z,203.06597,205.19397,0
1971-11-15T15:09:41.000000Z,199.28499,201.37499,0
1971-11-17T15:05:38.000000Z,196.94648,199.01348,0
1971-11-19T14:45:31.000000Z,195.12549,197.17449,0
1971-11-22T14:57:56.000000Z,192.93598,194.96398,0
1971-11-24T18:00:02.000000Z,191.66248,193.67748,0
1971-11-27T11:28:34.000000Z,281.47696,278.56296,0
1971-11-28T14:45:28.000000Z,287.20497,284.23497,0
1971-11-29T20:16:51.000000Z,291.09397,288.08597,0
1971-11-30T14:44:00.000000Z,292.77195,289.74795,0
1971-12-01T14:51:03.000000Z,294.34996,291.30996,0
1971-12-02T15:16:24.000000Z,295.91745,292.86245,0
1971-12-03T14:10:40.000000Z,297.75597,294.68397,0
1971-12-05T14:34:03.000000Z,299.45397,296.36597,0
1971-12-06T18:34:51.000000Z,297.96649,294.89349,0
1971-12-07T18:03:32.000000Z,294.76099,291.71899,0
1971-12-08T18:10:22.000000Z,289.10349,286.11649,0
1971-12-09T17:45:37.000000Z,228.44898,230.83098,0
1971-12-10T21:22:31.000000Z,210.62898,212.83098,0
1971-12-11T21:12:01.000000Z,206.4195,208.5805,0
1971-12-12T09:48:45.000000Z,204.81748,206.96248,0
