Time,TR11A,TR11B,flags
1972-12-12T21:31:22.000000Z,256.67699,257.04299,0
1972-12-13T16:59:20.000000Z,255.94747,256.37247,0
1972-12-13T22:38:25.000000Z,255.845,256.275,0
1972-12-15T00:44:19.000000Z,255.6215,256.0585,0
1972-12-15T20:03:34.000000Z,255.55099,255.98899,0
1972-12-16T21:20:14.000000Z,255.48048,255.91948,0
1972-12-17T07:15:40.000000Z,255.47047,255.90947,0
1972-12-18T04:00:30.000000Z,255.43049,255.86949,0
1972-12-19T08:15:54.000000Z,255.42098,255.85898,0
1972-12-21T06:29:59.000000Z,255.35098,255.78898,0
1972-12-22T06:38:12.000000Z,255.32148,255.75848,0
1972-12-23T08:32:13.000000Z,255.32148,255.75848,0
1972-12-24T06:40:01.000000Z,255.32148,255.75848,0
1972-12-25T06:20:30.000000Z,255.27149,255.70849,0
1972-12-26T06:55:53.000000Z,255.29148,255.72848,0
1972-12-27T06:25:31.000000Z,255.29148,255.72848,0
1972-12-28T06:43:38.000000Z,255.282,255.718,0
1972-12-29T08:22:17.000000Z,255.25197,255.68797,0
1972-12-30T08:17:19.000000Z,255.26198,255.69798,0
1972-12-31T08:06:25.000000Z,255.26198,255.69798,0
1973-01-02T08:30:24.000000Z,255.27199,255.70799,0
1973-01-03T03:22:52.000000Z,255.27149,255.70849,0
1973-01-05T16:59:14.000000Z,255.25997,255.67997,0
1973-01-08T05:00:14.000000Z,255.25447,255.68547,0
1973-01-08T05:25:01.000000Z,255.24449,255.67549,0
1973-01-10T04:26:41.000000Z,255.24349,255.67649,0
1973-01-12T06:30:37.000000Z,255.24299,255.67699,0
1973-01-13T22:27:07.000000Z,255.26248,255.69748,0
1973-01-16T11:11:32.000000Z,255.26199,255.71799,0
1973-01-18T08:25:49.000000Z,255.28748,255.73248,0
1973-01-19T08:45:51.000000Z,255.26849,255.71149,0
1973-01-20T22:54:25.000000Z,255.24947,255.69047,0
1973-01-22T23:09:53.000000Z,255.24347,255.69647,0
1973-01-25T06:40:20.000000Z,255.21747,255.66247,0
1973-01-25T15:25:39.000000Z,255.20799,255.65199,0
1973-01-25T19:36:07.000000Z,255.29799,255.74199,0
1973-01-27T04:56:40.000000Z,255.21847,255.66147,0
1973-01-28T04:08:13.000000Z,255.23849,255.68149,0
1973-01-28T15:23:23.000000Z,255.23849,255.68149,0
1973-01-30T04:29:49.000000Z,255.22898,255.67098,0
1973-01-31T04:39:28.000000Z,255.20899,255.65099,0
1973-02-01T04:15:15.000000Z,255.20899,255.65099,0
1973-02-03T02:28:47.000000Z,255.22898,255.67098,0
1973-02-06T02:33:37.000000Z,255.22898,255.67098,0
1973-02-08T06:36:24.000000Z,255.22898,255.67098,0
1973-02-10T01:31:58.000000Z,255.20899,255.65099,0
1973-02-12T15:39:20.000000Z,255.26899,255.71099,0
1973-02-15T01:07:21.000000Z,255.24897,255.69097,0
1973-02-16T19:32:44.000000Z,255.26899,255.71099,0
1973-02-22T01:50:28.000000Z,255.21897,255.66097,0
1973-02-24T01:45:19.000000Z,255.20899,255.65099,0
1973-02-26T19:45:53.000000Z,255.22898,255.67098,0
1973-02-28T10:44:17.000000Z,255.20849,255.65149,0
1973-03-02T14:29:20.000000Z,255.21847,255.66147,0
1973-03-05T14:43:35.000000Z,255.20849,255.65149,0
1973-03-07T14:20:57.000000Z,255.17849,255.62149,0
1973-03-09T19:31:11.000000Z,255.21847,255.66147,0
1973-03-12T11:35:50.000000Z,255.21847,255.66147,0
1973-03-15T05:52:30.000000Z,255.25848,255.70148,0
1973-03-17T02:59:08.000000Z,255.25848,255.70148,0
1973-03-19T15:02:48.000000Z,255.23849,255.68149,0
1973-03-21T14:28:25.000000Z,255.20849,255.65149,0
1973-03-23T23:46:44.000000Z,255.21897,255.66097,0
1973-03-27T00:35:07.000000Z,255.16898,255.61098,0
1973-03-28T17:16:45.000000Z,255.19898,255.64098,0
1973-03-30T14:14:14.000000Z,255.20849,255.65149,0
1973-04-02T14:25:29.000000Z,255.22898,255.67098,0
1973-04-04T00:01:08.000000Z,255.19848,255.64148,0
1973-04-06T14:39:04.000000Z,255.20899,255.65099,0
1973-04-09T10:16:42.000000Z,255.21897,255.66097,0
1973-04-11T10:46:47.000000Z,255.20899,255.65099,0
1973-04-13T14:14:04.000000Z,255.22948,255.67048,0
1973-04-16T12:06:03.000000Z,255.23949,255.68049,0
1973-04-18T10:21:38.000000Z,255.19998,255.63998,0
1973-04-20T11:30:45.000000Z,255.19998,255.63998,0
1973-04-23T18:31:53.000000Z,255.17999,255.61999,0
1973-04-27T14:11:51.000000Z,255.19047,255.62947,0
1973-04-30T13:35:35.000000Z,255.19097,255.62897,0
1973-05-02T14:06:28.000000Z,255.20098,255.63898,0
1973-05-04T13:33:20.000000Z,255.20148,255.63848,0
1973-05-07T18:07:08.000000Z,255.19147,255.62847,0
1973-05-09T12:56:58.000000Z,255.21199,255.64799,0
1973-05-11T13:23:45.000000Z,255.21249,255.64749,0
1973-05-14T08:51:09.000000Z,255.25247,255.68747,0
1973-05-16T09:10:18.000000Z,255.23298,255.66698,0
1973-05-18T10:24:36.000000Z,255.22297,255.65697,0
1973-05-21T08:38:34.000000Z,255.21349,255.64649,0
1973-05-23T09:13:17.000000Z,255.20398,255.63598,0
1973-05-25T05:00:44.000000Z,255.20448,255.63548,0
1973-05-29T04:39:46.000000Z,255.22497,255.65497,0
1973-05-30T12:55:16.000000Z,255.21499,255.64499,0
1973-06-04T11:35:04.000000Z,255.26598,255.69398,0
1973-06-06T15:21:53.000000Z,255.21649,255.64349,0
1973-06-08T19:21:49.000000Z,255.22697,255.65297,0
1973-06-11T08:43:51.000000Z,255.22747,255.65247,0
1973-06-13T09:11:19.000000Z,255.24799,255.67199,0
1973-06-15T19:02:00.000000Z,255.25847,255.68147,0
1973-06-18T13:28:46.000000Z,255.21949,255.64049,0
1973-06-20T16:50:36.000000Z,255.20948,255.63048,0
1973-06-22T20:21:43.000000Z,255.21999,255.63999,0
1973-06-25T14:00:01.000000Z,255.23097,255.64897,0
