Time,TR12A,TR12B,flags
1972-12-12T21:24:08.000Z,257.18494,257.19494,0
1972-12-13T22:28:23.000Z,256.52349,256.69649,0
1972-12-15T00:53:00.000Z,256.37449,256.60549,0
1972-12-15T19:56:19.000Z,256.29398,256.54598,0
1972-12-16T21:26:35.000Z,256.235,256.505,0
1972-12-17T07:08:21.000Z,256.24244,256.51744,0
1972-12-18T04:10:00.000Z,256.20848,256.49148,0
1972-12-19T08:05:52.000Z,256.165,256.455,0
1972-12-20T06:45:57.000Z,256.21249,256.50749,0
1972-12-21T06:20:59.000Z,256.14098,256.43898,0
1972-12-22T06:48:10.000Z,256.12947,256.43047,0
1972-12-23T08:23:13.000Z,256.10845,256.41145,0
1972-12-24T06:49:59.000Z,256.10745,256.41245,0
1972-12-25T06:11:01.000Z,256.12697,256.43297,0
1972-12-26T07:05:18.000Z,256.10645,256.41345,0
1972-12-27T06:17:20.000Z,256.12597,256.43397,0
1972-12-28T06:53:03.000Z,256.0955,256.4045,0
1972-12-29T08:15:03.000Z,256.07498,256.38498,0
1972-12-30T08:24:29.000Z,256.08499,256.39499,0
1972-12-31T07:59:11.000Z,256.08449,256.39549,0
1973-01-02T08:36:41.000Z,256.06397,256.37597,0
1973-01-03T03:14:41.000Z,256.06397,256.37597,0
1973-01-05T17:08:19.000Z,256.08349,256.39649,0
1973-01-08T05:18:16.000Z,256.03294,256.34694,0
1973-01-12T06:21:04.000Z,256.03845,256.36145,0
1973-01-13T22:33:49.000Z,256.05997,256.37997,0
1973-01-16T11:04:10.000Z,256.10495,256.41495,0
1973-01-18T08:32:39.000Z,256.0935,256.4065,0
1973-01-19T08:39:30.000Z,256.05296,256.36696,0
1973-01-20T23:01:35.000Z,256.06247,256.37747,0
1973-01-22T23:16:13.000Z,256.04744,256.33244,0
1973-01-25T06:32:08.000Z,256.08649,256.39349,0
1973-01-25T15:36:01.000Z,256.05546,256.36446,0
1973-01-25T18:40:57.000Z,256.10148,257.23848,0
1973-01-25T20:26:01.000Z,257.25447,259.92547,0
1973-01-25T21:16:57.000Z,257.00547,259.67447,0
1973-01-25T22:16:20.000Z,256.50797,259.17197,0
1973-01-25T23:15:03.000Z,256.13195,258.76795,0
1973-01-26T00:13:58.000Z,256.09247,258.22747,0
1973-01-26T01:16:05.000Z,256.09546,257.82446,0
1973-01-26T02:14:52.000Z,256.0795,257.5405,0
1973-01-26T03:14:52.000Z,256.08797,257.35197,0
1973-01-26T04:14:12.000Z,256.07945,257.20045,0
1973-01-26T05:14:24.000Z,256.09398,257.10598,0
1973-01-27T04:15:51.000Z,256.08195,256.55795,0
1973-01-27T05:03:01.000Z,256.09396,256.56596,0
1973-01-28T04:02:21.000Z,256.05895,256.46095,0
1973-01-28T15:29:43.000Z,256.057,256.443,0
1973-01-30T04:19:31.000Z,256.06049,256.41949,0
1973-01-31T04:46:38.000Z,256.06499,256.41499,0
1973-02-01T04:07:36.000Z,256.078,256.422,0
1973-02-03T02:39:43.000Z,256.05197,256.38797,0
1973-02-06T02:21:53.000Z,256.06498,256.39498,0
1973-02-08T06:47:12.000Z,256.05597,256.38397,0
1973-02-10T01:23:30.000Z,256.03695,256.36295,0
1973-02-12T15:45:45.000Z,256.09795,256.42195,0
1973-02-15T01:00:31.000Z,256.07849,256.40149,0
1973-02-15T01:36:17.000Z,256.07849,256.40149,0
1973-02-16T19:25:05.000Z,256.10846,256.43146,0
1973-02-22T01:57:43.000Z,256.03895,256.36095,0
1973-02-24T01:35:54.000Z,256.05947,256.38047,0
1973-02-26T20:05:41.000Z,256.04946,256.37046,0
1973-02-28T10:32:24.000Z,256.04946,256.37046,0
1973-03-02T14:36:58.000Z,256.02944,256.35044,0
1973-03-05T14:35:23.000Z,256.06948,256.39048,0
1973-03-07T14:27:46.000Z,256.03945,256.36045,0
1973-03-09T19:20:16.000Z,256.05947,256.38047,0
1973-03-12T11:43:53.000Z,256.02944,256.35044,0
1973-03-15T05:44:51.000Z,256.06948,256.39048,0
1973-03-17T03:09:06.000Z,256.07949,256.40049,0
1973-03-19T14:52:50.000Z,256.04946,256.37046,0
1973-03-21T14:36:12.000Z,256.00948,256.33048,0
1973-03-23T23:30:46.000Z,256.02944,256.35044,0
1973-03-27T00:18:36.000Z,256.04946,256.37046,0
1973-03-28T17:24:56.000Z,256.04946,256.37046,0
1973-03-30T14:06:03.000Z,256.01949,256.34049,0
