Time T dT flags
1.3428795137E+11 2.7946700E+02 -2.8896000E+01 0.0000000E+00
1.3428838607E+11 2.7937600E+02 -2.8891000E+01 0.0000000E+00
1.3428882076E+11 2.7933100E+02 -2.8885000E+01 0.0000000E+00
1.3428925546E+11 2.7917600E+02 -2.8873000E+01 0.0000000E+00
1.3428969016E+11 2.7908600E+02 -2.8862000E+01 0.0000000E+00
1.3429012485E+11 2.7899600E+02 -2.8857000E+01 0.0000000E+00
1.3429055954E+11 2.7895100E+02 -2.8846000E+01 0.0000000E+00
1.3429099424E+11 2.7887400E+02 -2.8835000E+01 0.0000000E+00
1.3429142893E+11 2.7875100E+02 -2.8834000E+01 0.0000000E+00
1.3429186363E+11 2.7866200E+02 -2.8828000E+01 0.0000000E+00
1.3429229832E+11 2.7857200E+02 -2.8817000E+01 0.0000000E+00
1.3429273302E+11 2.7852700E+02 -2.8807000E+01 0.0000000E+00
1.3429316772E+11 2.7840500E+02 -2.8800000E+01 0.0000000E+00
1.3429360241E+11 2.7831500E+02 -2.8790000E+01 0.0000000E+00
1.3429403711E+11 2.7820600E+02 -2.8778000E+01 0.0000000E+00
1.3429447181E+11 2.7807200E+02 -2.8772000E+01 0.0000000E+00
1.3429490650E+11 2.7802700E+02 -2.8767000E+01 0.0000000E+00
1.3429534120E+11 2.7795000E+02 -2.8756000E+01 0.0000000E+00
1.3429577590E+11 2.7778400E+02 -2.8744000E+01 0.0000000E+00
1.3429621059E+11 2.7774000E+02 -2.8739000E+01 0.0000000E+00
1.3429664529E+11 2.7760600E+02 -2.8733000E+01 0.0000000E+00
1.3429707999E+11 2.7749700E+02 -2.8716000E+01 0.0000000E+00
1.3429751468E+11 2.7744000E+02 -2.8711000E+01 0.0000000E+00
1.3429794938E+11 2.7728700E+02 -2.8694000E+01 0.0000000E+00
1.3429838408E+11 2.7719800E+02 -2.8689000E+01 0.0000000E+00
1.3429881877E+11 2.7707700E+02 -2.8682000E+01 0.0000000E+00
1.3429925347E+11 2.7696400E+02 -2.8671000E+01 0.0000000E+00
1.3429968817E+11 2.7690000E+02 -2.8666000E+01 0.0000000E+00
1.3430012286E+11 2.7677900E+02 -2.8650000E+01 0.0000000E+00
1.3430055756E+11 2.7661400E+02 -2.8643000E+01 0.0000000E+00
1.3430099226E+11 2.7652600E+02 -2.8627000E+01 0.0000000E+00
1.3430142696E+11 2.7640500E+02 -2.8616000E+01 0.0000000E+00
1.3430186165E+11 2.7628500E+02 -2.8605000E+01 0.0000000E+00
1.3430229635E+11 2.7612100E+02 -2.8594000E+01 0.0000000E+00
1.3430273105E+11 2.7595700E+02 -2.8577000E+01 0.0000000E+00
1.3430316574E+11 2.7582500E+02 -2.8566000E+01 0.0000000E+00
1.3430360044E+11 2.7566100E+02 -2.8545000E+01 0.0000000E+00
1.3430403514E+11 2.7545300E+02 -2.8528000E+01 0.0000000E+00
1.3430446984E+11 2.7524600E+02 -2.8506000E+01 0.0000000E+00
1.3430490454E+11 2.7508300E+02 -2.8495000E+01 0.0000000E+00
1.3430533923E+11 2.7483300E+02 -2.8473000E+01 0.0000000E+00
1.3430577393E+11 2.7450800E+02 -2.8440000E+01 0.0000000E+00
